Наименование
Использование XPATH в консоли браузера
Использование XPATH в XML
Подсветка всех элементов указанного типа на странице
Оператор объединения “|”
Выбор элементов по классу (.class)
Выбор элементов по CSS стилю
Выбор элементов по ID (#id)
Выбор элементов по тексу (#text)
Выбор элементов по ссылке (@href)
Выбор нескольких элементов через условие OR
Выбор нескольких элементов через условие AND
